['1', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1225', '김훈석', '여성', '157.0', '57.8', 'A형', '1977-02-15', '5297-2716', 'g34c3yn1', 'yahoo.com', '무교']: 3.8529
=> ['6822', '김은은', '여성', '154.3', '54.2', 'A형', '1978-12-21', '9497-6078', 'yogm47r7wzm8', 'yahoo.com', '무교']: 3.9524

['6823', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['6824', '김**', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1962******', '*********', '*************', 'gmail.com', '무교']
=> ['4785', '김우덕', '남성', '167.2', '69.1', 'O형', '1961-05-07', '4619-9747', 'f3qi5mx8t86dz', 'gmail.com', '무교']: 3.8977
=> ['7752', '김훈협', '남성', '176.5', '69.4', 'O형', '1962-07-11', '4127-5294', 'u41nptgke', 'gmail.com', '무교']: 3.911
=> ['1632', '김희정', '남성', '167.4', '64.8', 'O형', '1962-09-06', '3547-6096', 'isyaf3v01tq3', 'gmail.com', '무교']: 3.9972

['6825', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6826', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6827', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['6828', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6829', '박**', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1959******', '*********', '*************', 'yahoo.com', '불교']
=> ['4090', '박희정', '남성', '164.6', '63.5', 'A형', '1959-10-15', '7123-7558', 'l5leggmu2q', 'yahoo.com', '불교']: 4.2283
=> ['9400', '박지협', '남성', '167.5', '72.0', 'A형', '1953-06-15', '3380-1964', 'pxk4zr15', 'yahoo.com', '불교']: 4.0457
=> ['34', '박택서', '남성', '167.6', '60.6', 'A형', '1964-01-31', '6790-8927', 'ng32ep', 'yahoo.com', '불교']: 4.0292
=> ['618', '박덕훈', '남성', '164.4', '64.0', 'A형', '1949-07-09', '8662-3916', 'de16nzacv', 'yahoo.com', '불교']: 4.1287

['6830', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '천주교']
=> ['40', '채용덕', '여성', '159.5', '53.1', 'A형', '1995-09-07', '7281-0768', 'qlsrpc', 'daum.net', '천주교']: 1.6849

['6831', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6832', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6833', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['6834', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6835', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['6836', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['6837', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['6838', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6839', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['6840', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['6841', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6842', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['6843', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['6844', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['6845', '김**', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1975******', '*********', '*************', 'daum.net', '무교']
=> ['833', '김훈준', '남성', '167.0', '66.1', 'A형', '1978-09-29', '3508-8032', 'j7hswz0', 'daum.net', '무교']: 3.8785
=> ['6845', '김우용', '남성', '167.8', '62.2', 'A형', '1975-05-25', '0684-3496', 'qwjuqhh', 'daum.net', '무교']: 3.978

['6846', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6847', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6848', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6849', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['6850', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6851', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6852', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['6853', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6854', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6855', '김**', '남성', '170.0~180.0', '70.0~80.0', 'A형', '1966******', '*********', '*************', 'daum.net', '불교']
=> ['416', '김준종', '남성', '167.8', '68.0', 'A형', '1976-06-02', '0035-7644', 'zt397tz4c', 'daum.net', '불교']: 3.9386
=> ['6855', '김서우', '남성', '171.7', '71.4', 'A형', '1966-05-20', '9261-9512', 'gyth322', 'daum.net', '불교']: 4.2155
=> ['2408', '김택현', '남성', '177.1', '60.0', 'A형', '1996-06-13', '5618-0674', 'am9jr91jvnx', 'daum.net', '불교']: 4.0253

['6856', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6857', '김**', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1971******', '*********', '*************', 'daum.net', '기독교']
=> ['6857', '김상정', '여성', '156.8', '53.9', 'B형', '1971-02-09', '4308-7852', 'amjgpfhfge', 'daum.net', '기독교']: 4.2553
=> ['4483', '김상종', '여성', '151.9', '49.9', 'B형', '1974-09-12', '8712-7492', 'nzbrzr5', 'daum.net', '기독교']: 4.0738
=> ['5446', '김희남', '여성', '161.5', '52.2', 'B형', '1977-12-27', '2623-3058', 'ow5otf3t9wqum', 'daum.net', '기독교']: 4.0728
=> ['238', '김종남', '여성', '151.1', '51.3', 'B형', '1968-01-28', '8602-2619', 'gea779gbpi1', 'daum.net', '기독교']: 4.056

['6858', '이**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1988******', '*********', '*************', 'gmail.com', '불교']
=> ['2857', '이남성', '여성', '154.5', '53.1', 'A형', '1983-05-06', '4751-9079', 'qiv8c024tqdih', 'gmail.com', '불교']: 4.106
=> ['6858', '이현은', '여성', '159.0', '59.4', 'A형', '1988-10-03', '7554-6899', 'wpwaaf', 'gmail.com', '불교']: 4.2057
=> ['5250', '이정희', '여성', '158.1', '53.0', 'A형', '1969-07-29', '6656-8025', 'b6i2ftub6x6jq', 'gmail.com', '불교']: 4.0063

['6859', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6860', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['6861', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['6862', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6863', '김**', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1987******', '*********', '*************', 'gmail.com', '무교']
=> ['5875', '김은현', '남성', '170.9', '68.8', 'A형', '1987-04-05', '1929-9167', 'h68ko9d3', 'gmail.com', '무교']: 3.9753
=> ['444', '김택종', '남성', '164.0', '66.3', 'A형', '1983-04-21', '7910-8762', 'j7uegjl', 'gmail.com', '무교']: 3.8758
=> ['6856', '김준훈', '남성', '172.4', '60.7', 'A형', '1987-08-26', '3867-6812', 'iifl3m3l1twq', 'gmail.com', '무교']: 3.8892

['6864', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6865', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6866', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['6867', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6868', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['6869', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6870', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6871', '김**', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1989******', '*********', '*************', 'yahoo.com', '기독교']
=> ['6871', '김석택', '남성', '168.8', '62.0', 'O형', '1989-04-30', '0805-9379', 'u8gcxf', 'yahoo.com', '기독교']: 4.2545
=> ['656', '김훈남', '남성', '169.7', '65.6', 'O형', '1951-01-17', '4439-2175', 'bfinde0', 'yahoo.com', '기독교']: 4.0552

['6872', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['6873', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '천주교']
=> ['61', '김석지', '남성', '167.5', '69.9', 'B형', '1968-11-13', '4637-4299', 'ko9ngcku5a5gv', 'naver.com', '천주교']: 1.6804

['6874', '신**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1956******', '*********', '*************', 'daum.net', '불교']
=> ['6874', '신지지', '여성', '153.3', '53.0', 'A형', '1956-06-17', '8866-3991', 'qavu8u', 'daum.net', '불교']: 4.2261
=> ['925', '신훈정', '여성', '151.2', '52.3', 'A형', '1952-05-17', '5153-2831', 'xlme4ux27gd', 'daum.net', '불교']: 4.1265
=> ['2423', '고현희', '여성', '156.7', '56.1', 'A형', '1955-02-13', '3562-7294', 'i2xdoy', 'daum.net', '불교']: 3.7932

['6875', '김**', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1990******', '*********', '*************', 'naver.com', '천주교']
=> ['1235', '김남은', '남성', '166.9', '62.7', 'A형', '1986-03-29', '9944-4887', 'fey7qwhim1', 'naver.com', '천주교']: 4.0936
=> ['6875', '김정성', '남성', '170.1', '65.3', 'A형', '1990-04-05', '1851-7880', 'z4q06vjxt7w', 'naver.com', '천주교']: 4.3793
=> ['9579', '김용성', '남성', '168.7', '63.7', 'A형', '1980-09-25', '0893-6764', 'o8hllsshdrsk2', 'naver.com', '천주교']: 4.1931

['6876', '김**', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1994******', '*********', '*************', 'gmail.com', '기독교']
=> ['6876', '김상성', '남성', '174.0', '63.9', 'A형', '1994-02-02', '8657-7262', 'd8d16w7wn', 'gmail.com', '기독교']: 4.2392
=> ['236', '김상지', '남성', '171.9', '67.3', 'A형', '1965-01-07', '8363-2439', 'bdosf6', 'gmail.com', '기독교']: 4.0398
=> ['4958', '김지훈', '남성', '175.6', '64.6', 'A형', '1991-07-23', '3367-9752', 'uorbte2ltk', 'gmail.com', '기독교']: 4.1395
=> ['5310', '김협영', '남성', '163.3', '63.7', 'A형', '1990-07-24', '2385-7219', 'em14szujeji', 'gmail.com', '기독교']: 4.0528

['6877', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['6878', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['6879', '김**', '남성', '160.0~170.0', '70.0~80.0', 'O형', '1972******', '*********', '*************', 'gmail.com', '불교']
=> ['3338', '김영훈', '남성', '166.3', '67.5', 'O형', '1978-04-07', '3356-0159', 'dbahvjg', 'gmail.com', '불교']: 4.045
=> ['669', '김택은', '남성', '175.2', '60.3', 'O형', '1972-06-30', '0170-7925', 's1kv7831b99qe', 'gmail.com', '불교']: 4.0586
=> ['4957', '김정영', '남성', '170.2', '72.0', 'O형', '1972-10-30', '0395-4364', 'gc115yn', 'gmail.com', '불교']: 4.2354
=> ['8048', '김희현', '남성', '164.0', '70.3', 'O형', '1982-05-23', '6471-1836', 'v38l9z', 'gmail.com', '불교']: 4.1357

['6880', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['6881', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['6882', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '천주교']
=> ['40', '채용덕', '여성', '159.5', '53.1', 'A형', '1995-09-07', '7281-0768', 'qlsrpc', 'daum.net', '천주교']: 1.6849

['6883', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6884', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['6885', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '천주교']
=> ['4', '최준진', '여성', '161.5', '53.3', 'A형', '1952-05-10', '3171-9306', 'd5gl47akoqk6o', 'yahoo.com', '천주교']: 1.6761

['6886', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6887', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '천주교']
=> ['30', '안준용', '여성', '155.5', '53.3', 'B형', '1960-03-17', '5836-7474', 'zuabo7c7', 'gmail.com', '천주교']: 1.6822

['6888', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6889', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['6890', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6891', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['6892', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['6893', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['6894', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['6895', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['6896', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6897', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '천주교']
=> ['40', '채용덕', '여성', '159.5', '53.1', 'A형', '1995-09-07', '7281-0768', 'qlsrpc', 'daum.net', '천주교']: 1.6849

['6898', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6899', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['6900', '이**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1989******', '*********', '*************', 'yahoo.com', '천주교']
=> ['5441', '이진정', '여성', '157.2', '49.1', 'A형', '1960-12-02', '6914-5603', 'tj1nybw0reph', 'yahoo.com', '천주교']: 4.094
=> ['6900', '이상종', '여성', '157.3', '51.6', 'A형', '1989-03-22', '7109-6789', 'c9refmqqb1', 'yahoo.com', '천주교']: 4.3752
