['6890', '이**', '여성', '[150.0, 160.0[', '[40.3, 50.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '무교', '그리스도대학교', '법학', '3.27']
=> ['64716', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1992****', '*************', '*************', 'naver.com', '무교', '기업은행', '966-670099-16-618', '2']: 9.875
=> ['33823', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'naver.com', '불교', '우리은행', '8230-725-834272', '6']: 9.875
=> ['38339', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '무교', '하나은행', '353-200083-31126', '3']: 9.875
=> ['93092', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'daum.net', '무교', '스탠다드(제일)', '691-28-660317', '9']: 9.875

['55091', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'gmail.com', '무교', '성균관대학교', '공학', '0.71']
=> ['3101', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'gmail.com', '기독교', '스탠다드(제일)', '731-37-436304', '5']: 9.875
=> ['2639', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '3669-5993-6242', '5']: 9.875
=> ['80372', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'yahoo.com', '불교', '우리은행', '5756-816-471219', '2']: 9.875

['58464', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'yahoo.com', '기독교', '한양대학교', '자연', '3.39']
=> ['58464', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'yahoo.com', '기독교', '하나은행', '387-537413-72038', '1']: 10.0

['73386', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'naver.com', '불교', '서울시립대학교', '사회', '3.13']
=> ['58279', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1996****', '*************', '*************', 'daum.net', '무교', '하나은행', '071-487689-79808', '8']: 9.875
=> ['70323', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1993****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '918-474839-085', '7']: 9.875

['57590', '문**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'yahoo.com', '불교', 'KAIST', '사회', '3.22']
=> ['27401', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1993****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '979-258153-67824', '2']: 9.5417
=> ['77915', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1961****', '*************', '*************', 'yahoo.com', '불교', '한국씨티은행', '083-356093-646', '4']: 9.5417
=> ['61483', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1994****', '*************', '*************', 'daum.net', '무교', '국민은행', '636569-70-215256', '6']: 9.5417
=> ['69671', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '627-159083-363', '4']: 9.5417
=> ['92845', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '불교', '한국씨티은행', '582-004412-615', '9']: 9.5417
=> ['39357', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1996****', '*************', '*************', 'yahoo.com', '무교', '외환은행', '238-294292-376', '1']: 9.5417

['70599', '문**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1991****', '*************', '*************', 'naver.com', '무교', '숭실대학교', '법학', '0.4']
=> ['43942', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1981****', '*************', '*************', 'yahoo.com', '무교', '신한은행', '081-059-938830', '9']: 9.5417
=> ['60719', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1961****', '*************', '*************', 'naver.com', '무교', '국민은행', '559910-03-972004', '3']: 9.5417

['98390', '문**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'daum.net', '무교', '총신대학교', '예체능', '1.73']
=> ['20981', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'daum.net', '무교', '새마을금고', '2-08007616175-8', '5']: 9.6667

['47983', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '무교', '숭실대학교', '사회', '4.45']
=> ['10623', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1946****', '*************', '*************', 'gmail.com', '무교', '한국씨티은행', '173-898581-204', '1']: 9.75
=> ['8155', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1979****', '*************', '*************', 'naver.com', '불교', '수협중앙회', '2912-0482-1409', '8']: 9.75
=> ['66225', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'yahoo.com', '기독교', '하나은행', '277-947000-13532', '6']: 9.75
=> ['94858', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1950****', '*************', '*************', 'daum.net', '무교', '국민은행', '161407-02-749761', '5']: 9.75
=> ['41804', '박**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1967****', '*************', '*************', 'yahoo.com', '무교', '수협중앙회', '9907-2486-1918', '4']: 9.75
=> ['34732', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1966****', '*************', '*************', 'naver.com', '기독교', '신한은행', '849-445-639888', '3']: 9.75
=> ['59507', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '무교', '외환은행', '230-594276-940', '7']: 9.75

['65526', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'gmail.com', '무교', '홍익대학교', '사회', '3.51']
=> ['76099', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'gmail.com', '무교', '한국씨티은행', '532-754734-417', '9']: 9.875

['83439', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'naver.com', '불교', '동국대학교', '의학', '1.76']
=> ['69854', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1971****', '*************', '*************', 'naver.com', '불교', 'NH농협', '085-8862-882-51', '4']: 9.875

['68859', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1991****', '*************', '*************', 'naver.com', '무교', '동국대학교', '예체능', '2.34']
=> ['37158', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'gmail.com', '무교', '우리은행', '6526-522-222104', '4']: 9.75
=> ['68289', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1946****', '*************', '*************', 'naver.com', '무교', '기업은행', '498-158316-43-865', '1']: 9.75

['70829', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'daum.net', '무교', '연세대학교', '자연', '3.72']
=> ['36414', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1995****', '*************', '*************', 'gmail.com', '무교', '국민은행', '019008-75-300629', '1']: 9.875
=> ['7551', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1992****', '*************', '*************', 'naver.com', '무교', '하나은행', '511-592489-96332', '9']: 9.875
=> ['47402', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'daum.net', '무교', '우리은행', '2395-371-358884', '5']: 9.875

['80762', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'yahoo.com', '무교', '서울대학교', '인문', '0.09']
=> ['49062', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '무교', '한국씨티은행', '824-316735-777', '5']: 9.875
=> ['26237', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'yahoo.com', '무교', '수협중앙회', '8351-6972-5615', '5']: 9.875

['88694', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1991****', '*************', '*************', 'daum.net', '무교', 'KAIST', '공학', '2.59']
=> ['4763', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1968****', '*************', '*************', 'daum.net', '무교', '새마을금고', '4-14003393011-3', '1']: 9.75

['7262', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'yahoo.com', '무교', '한국방송통신대학교', '공학', '2.54']
=> ['53466', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1993****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '152-325429-640', '8']: 9.875
=> ['1042', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1981****', '*************', '*************', 'gmail.com', '불교', '새마을금고', '3-62137376050-9', '1']: 9.875
=> ['11666', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1971****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '520-6834-128-58', '5']: 9.875
=> ['5016', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1971****', '*************', '*************', 'yahoo.com', '무교', '외환은행', '466-388737-367', '4']: 9.875

['8302', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '기독교', '세종대학교', '인문', '0.05']
=> ['87183', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'naver.com', '기독교', '신한은행', '281-002-933964', '4']: 9.875

['26175', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '무교', '고려대학교', '교육', '1.64']
=> ['60969', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1988****', '*************', '*************', 'yahoo.com', '기독교', '국민은행', '293887-24-556593', '5']: 9.75
=> ['44181', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'daum.net', '무교', '국민은행', '732464-52-227070', '1']: 9.75
=> ['48238', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'naver.com', '천주교', '국민은행', '074839-83-396113', '9']: 9.75
=> ['76640', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1963****', '*************', '*************', 'daum.net', '기독교', '외환은행', '948-707214-934', '5']: 9.75
=> ['15210', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1963****', '*************', '*************', 'yahoo.com', '무교', '국민은행', '353442-62-433238', '4']: 9.75
=> ['27437', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1987****', '*************', '*************', 'naver.com', '불교', '수협중앙회', '9943-6298-3424', '7']: 9.75
=> ['97576', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1977****', '*************', '*************', 'daum.net', '천주교', '스탠다드(제일)', '624-17-824928', '1']: 9.75

['27255', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '불교', '성공회대학교', '사회', '0.8']
=> ['13653', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1971****', '*************', '*************', 'gmail.com', '불교', '수협중앙회', '7142-3572-2975', '3']: 9.875

['49213', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '무교', '중앙대학교', '의학', '2.05']
=> ['51979', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1978****', '*************', '*************', 'daum.net', '무교', '우리은행', '2577-248-960507', '2']: 9.75
=> ['34901', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1948****', '*************', '*************', 'gmail.com', '무교', '우리은행', '8654-909-512531', '3']: 9.75
=> ['86219', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1975****', '*************', '*************', 'yahoo.com', '기독교', '새마을금고', '4-37339308027-4', '7']: 9.75
=> ['42753', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1989****', '*************', '*************', 'naver.com', '불교', 'NH농협', '436-0309-942-14', '9']: 9.75
=> ['28736', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1986****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '475-892447-398', '5']: 9.75
=> ['33701', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1965****', '*************', '*************', 'gmail.com', '기독교', '새마을금고', '5-21338682695-1', '5']: 9.75
=> ['55760', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'yahoo.com', '무교', '수협중앙회', '8901-3464-5070', '1']: 9.75

['57430', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '기독교', '육군사관학교', '인문', '2.3']
=> ['87183', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'naver.com', '기독교', '신한은행', '281-002-933964', '4']: 9.875

['76040', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'yahoo.com', '기독교', '이화여자대학', '교육', '0.47']
=> ['67273', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1973****', '*************', '*************', 'yahoo.com', '기독교', '수협중앙회', '6108-7856-4781', '5']: 9.75
=> ['10255', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'daum.net', '불교', '새마을금고', '8-09127815404-0', '2']: 9.75

['6544', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'yahoo.com', '불교', '추계예술대학교', '사회', '2.42']
=> ['40370', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1984****', '*************', '*************', 'yahoo.com', '불교', '새마을금고', '2-07131094639-4', '6']: 9.75

['64170', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'yahoo.com', '불교', '가톨릭대학교', '인문', '2.8']
=> ['13833', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'yahoo.com', '불교', '스탠다드(제일)', '288-49-804796', '5']: 9.875

['70273', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'daum.net', '불교', '동덕여자대학교', '인문', '0.75']
=> ['33539', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1973****', '*************', '*************', 'daum.net', '불교', '신한은행', '537-183-498886', '3']: 9.75

['60786', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'gmail.com', '불교', '한양대학교', '교육', '4.15']
=> ['18846', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1991****', '*************', '*************', 'gmail.com', '불교', '한국씨티은행', '362-327710-447', '6']: 9.5417

['60854', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1992****', '*************', '*************', 'daum.net', '무교', '한성대학교', '자연', '0.55']
